sample_id,stock_id,end_date,label,future_return_7,split,row_idx,prev_row_idx,prev_split,gap,overlap_days,overlap_ratio,transition
601808_2025-01-02,601808,2025-01-02,0,-0.0126498145394271,val,911,843.0,train,68.0,0.0,0.0,train->val
601808_2025-10-09,601808,2025-10-09,0,-0.0007272052887657,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601816_2025-01-02,601816,2025-01-02,0,-0.056384920615836,val,911,843.0,train,68.0,0.0,0.0,train->val
601816_2025-10-09,601816,2025-10-09,1,0.0058252676030849,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601818_2025-01-02,601818,2025-01-02,0,-0.0321714854546268,val,911,843.0,train,68.0,0.0,0.0,train->val
601818_2025-10-09,601818,2025-10-09,1,0.0327382360775665,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601825_2025-01-02,601825,2025-01-02,0,-0.0313253804618059,val,816,748.0,train,68.0,0.0,0.0,train->val
601825_2025-10-09,601825,2025-10-09,1,0.0825122709843192,test,999,931.0,val,68.0,0.0,0.0,val->test
601838_2025-01-02,601838,2025-01-02,0,-0.0065514880768385,val,911,843.0,train,68.0,0.0,0.0,train->val
601838_2025-10-09,601838,2025-10-09,1,0.0628966191061305,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601857_2025-01-02,601857,2025-01-02,1,0.0114025700509643,val,911,843.0,train,68.0,0.0,0.0,train->val
601857_2025-10-09,601857,2025-10-09,1,0.0410628477334605,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601865_2025-01-02,601865,2025-01-02,0,-0.0798969254172166,val,911,843.0,train,68.0,0.0,0.0,train->val
601865_2025-10-09,601865,2025-10-09,0,-0.091406644389273,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601868_2025-01-02,601868,2025-01-02,0,-0.0180180342504813,val,790,722.0,train,68.0,0.0,0.0,train->val
601868_2025-10-09,601868,2025-10-09,0,-0.0080645258845071,test,973,905.0,val,68.0,0.0,0.0,val->test
601872_2025-01-02,601872,2025-01-02,1,0.0694667258698488,val,911,843.0,train,68.0,0.0,0.0,train->val
601872_2025-10-09,601872,2025-10-09,1,0.0552221564175004,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601877_2025-01-02,601877,2025-01-02,0,-0.0753879781994899,val,911,843.0,train,68.0,0.0,0.0,train->val
601877_2025-10-09,601877,2025-10-09,0,-0.1075870599017186,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601878_2025-01-02,601878,2025-01-02,0,-0.0376712196823429,val,911,843.0,train,68.0,0.0,0.0,train->val
601878_2025-10-09,601878,2025-10-09,0,-0.0214960714755253,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601881_2025-01-02,601881,2025-01-02,0,-0.046034045043106,val,911,843.0,train,68.0,0.0,0.0,train->val
601881_2025-10-09,601881,2025-10-09,0,-0.0039259294406176,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601888_2025-01-02,601888,2025-01-02,0,-0.0700154519993425,val,911,843.0,train,68.0,0.0,0.0,train->val
601888_2025-10-09,601888,2025-10-09,1,0.0094745825484396,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601898_2025-01-02,601898,2025-01-02,0,-0.0553226670100061,val,911,843.0,train,68.0,0.0,0.0,train->val
601898_2025-10-09,601898,2025-10-09,1,0.1700854743224892,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601899_2025-01-02,601899,2025-01-02,1,0.0803688830214731,val,911,843.0,train,68.0,0.0,0.0,train->val
601899_2025-10-09,601899,2025-10-09,0,-0.081222954509901,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601901_2025-01-02,601901,2025-01-02,0,-0.040353105912606,val,911,843.0,train,68.0,0.0,0.0,train->val
601901_2025-10-09,601901,2025-10-09,0,-0.0036763624563233,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601916_2025-01-02,601916,2025-01-02,0,-0.024561614379154,val,905,837.0,train,68.0,0.0,0.0,train->val
601916_2025-10-09,601916,2025-10-09,1,0.0200667896284079,test,1088,1020.0,val,68.0,0.0,0.0,val->test
601919_2025-01-02,601919,2025-01-02,0,-0.0558882247787595,val,911,843.0,train,68.0,0.0,0.0,train->val
601919_2025-10-09,601919,2025-10-09,1,0.0333797280944966,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601939_2025-01-02,601939,2025-01-02,0,-0.034925209739507,val,911,843.0,train,68.0,0.0,0.0,train->val
601939_2025-10-09,601939,2025-10-09,1,0.0668972152527163,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601985_2025-01-02,601985,2025-01-02,0,-0.0827586098181931,val,911,843.0,train,68.0,0.0,0.0,train->val
601985_2025-10-09,601985,2025-10-09,0,-0.0054883939551377,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601995_2025-01-02,601995,2025-01-02,0,-0.0560517411680125,val,911,843.0,train,68.0,0.0,0.0,train->val
601995_2025-10-09,601995,2025-10-09,0,-0.0021333650631863,test,1094,1026.0,val,68.0,0.0,0.0,val->test
601998_2025-01-02,601998,2025-01-02,0,-0.0221238075729553,val,911,843.0,train,68.0,0.0,0.0,train->val
601998_2025-10-09,601998,2025-10-09,1,0.0619833617812237,test,1094,1026.0,val,68.0,0.0,0.0,val->test
603019_2025-01-02,603019,2025-01-02,0,-0.1038999261043158,val,911,843.0,train,68.0,0.0,0.0,train->val
603019_2025-10-09,603019,2025-10-09,0,-0.1478564452106431,test,1084,995.0,val,89.0,0.0,0.0,val->test
603195_2025-01-02,603195,2025-01-02,0,-0.0332124626851207,val,911,843.0,train,68.0,0.0,0.0,train->val
603195_2025-10-09,603195,2025-10-09,0,-0.0423118840549914,test,1094,1026.0,val,68.0,0.0,0.0,val->test
603259_2025-01-02,603259,2025-01-02,1,0.0020731235789238,val,911,843.0,train,68.0,0.0,0.0,train->val
603259_2025-10-09,603259,2025-10-09,0,-0.1237040293821301,test,1094,1026.0,val,68.0,0.0,0.0,val->test
603260_2025-01-02,603260,2025-01-02,0,-0.0659240323951251,val,911,843.0,train,68.0,0.0,0.0,train->val
603260_2025-10-09,603260,2025-10-09,0,-0.0422674238735746,test,1094,1026.0,val,68.0,0.0,0.0,val->test
603288_2025-01-02,603288,2025-01-02,0,-0.0619037058419844,val,911,843.0,train,68.0,0.0,0.0,train->val
603288_2025-10-09,603288,2025-10-09,0,-0.0101677673416047,test,1094,1026.0,val,68.0,0.0,0.0,val->test
603296_2025-01-02,603296,2025-01-02,0,-0.0438122412987232,val,340,272.0,train,68.0,0.0,0.0,train->val
603296_2025-10-09,603296,2025-10-09,0,-0.1265775380865781,test,523,455.0,val,68.0,0.0,0.0,val->test
603369_2025-01-02,603369,2025-01-02,0,-0.0543308761921035,val,911,843.0,train,68.0,0.0,0.0,train->val
603369_2025-10-09,603369,2025-10-09,1,0.0071684628923202,test,1094,1026.0,val,68.0,0.0,0.0,val->test
603392_2025-01-02,603392,2025-01-02,1,0.017384843832234,val,911,843.0,train,68.0,0.0,0.0,train->val
603392_2025-10-09,603392,2025-10-09,0,-0.0542075369350975,test,1094,1026.0,val,68.0,0.0,0.0,val->test
603501_2025-01-02,603501,2025-01-02,0,-0.0082521357127656,val,911,843.0,train,68.0,0.0,0.0,train->val
603501_2025-10-09,603501,2025-10-09,0,-0.1521130563240648,test,1094,1026.0,val,68.0,0.0,0.0,val->test
603799_2025-01-02,603799,2025-01-02,1,0.0038718753354301,val,911,843.0,train,68.0,0.0,0.0,train->val
603799_2025-10-09,603799,2025-10-09,0,-0.1388533236363155,test,1094,1026.0,val,68.0,0.0,0.0,val->test
603806_2025-01-02,603806,2025-01-02,0,-0.0707350949674501,val,911,843.0,train,68.0,0.0,0.0,train->val
603806_2025-10-09,603806,2025-10-09,0,-0.0682237241549065,test,1094,1026.0,val,68.0,0.0,0.0,val->test
603833_2025-01-02,603833,2025-01-02,0,-0.0967742025882457,val,911,843.0,train,68.0,0.0,0.0,train->val
603833_2025-10-09,603833,2025-10-09,1,0.013323320498189,test,1094,1026.0,val,68.0,0.0,0.0,val->test
603986_2025-01-02,603986,2025-01-02,1,0.1442858525661342,val,911,843.0,train,68.0,0.0,0.0,train->val
603986_2025-10-09,603986,2025-10-09,0,-0.0760122392945829,test,1094,1026.0,val,68.0,0.0,0.0,val->test
603993_2025-01-02,603993,2025-01-02,1,0.0547111715211915,val,911,843.0,train,68.0,0.0,0.0,train->val
603993_2025-10-09,603993,2025-10-09,0,-0.1250723489470662,test,1094,1026.0,val,68.0,0.0,0.0,val->test
605117_2025-01-02,605117,2025-01-02,1,0.0209461916115135,val,899,831.0,train,68.0,0.0,0.0,train->val
605117_2025-10-09,605117,2025-10-09,0,-0.1083129623209196,test,1082,1014.0,val,68.0,0.0,0.0,val->test
605499_2025-01-02,605499,2025-01-02,1,0.0790898777175688,val,875,807.0,train,68.0,0.0,0.0,train->val
605499_2025-10-09,605499,2025-10-09,0,-0.0083247662612678,test,1058,990.0,val,68.0,0.0,0.0,val->test
688008_2025-01-02,688008,2025-01-02,0,-0.0458061566660733,val,911,843.0,train,68.0,0.0,0.0,train->val
688008_2025-10-09,688008,2025-10-09,0,-0.1396103900651178,test,1094,1026.0,val,68.0,0.0,0.0,val->test
688009_2025-01-02,688009,2025-01-02,0,-0.0548174032298414,val,911,843.0,train,68.0,0.0,0.0,train->val
688009_2025-10-09,688009,2025-10-09,0,-0.0329068724540592,test,1094,1026.0,val,68.0,0.0,0.0,val->test
688012_2025-01-02,688012,2025-01-02,0,-0.0107241627878114,val,911,843.0,train,68.0,0.0,0.0,train->val
688012_2025-10-09,688012,2025-10-09,0,-0.1763655146294784,test,1094,1026.0,val,68.0,0.0,0.0,val->test
688036_2025-01-02,688036,2025-01-02,0,-0.0506342717190815,val,911,843.0,train,68.0,0.0,0.0,train->val
688036_2025-10-09,688036,2025-10-09,0,-0.1947761096625725,test,1094,1026.0,val,68.0,0.0,0.0,val->test
688041_2025-01-02,688041,2025-01-02,1,0.0310612606061835,val,579,511.0,train,68.0,0.0,0.0,train->val
688041_2025-10-09,688041,2025-10-09,0,-0.1304314764030394,test,752,663.0,val,89.0,0.0,0.0,val->test
688047_2025-01-02,688047,2025-01-02,0,-0.0302380952380952,val,614,546.0,train,68.0,0.0,0.0,train->val
688047_2025-10-09,688047,2025-10-09,0,-0.1477035820329774,test,797,729.0,val,68.0,0.0,0.0,val->test
688082_2025-01-02,688082,2025-01-02,0,-0.0238991293977054,val,758,690.0,train,68.0,0.0,0.0,train->val
688082_2025-10-09,688082,2025-10-09,0,-0.1125309360849356,test,941,873.0,val,68.0,0.0,0.0,val->test
688111_2025-01-02,688111,2025-01-02,0,-0.0437260907134783,val,911,843.0,train,68.0,0.0,0.0,train->val
688111_2025-10-09,688111,2025-10-09,0,-0.0632740720050162,test,1094,1026.0,val,68.0,0.0,0.0,val->test
688126_2025-01-02,688126,2025-01-02,1,0.0086909330917109,val,911,843.0,train,68.0,0.0,0.0,train->val
688126_2025-10-09,688126,2025-10-09,0,-0.1296562022530738,test,1084,1016.0,val,68.0,0.0,0.0,val->test
688169_2025-01-02,688169,2025-01-02,0,-0.0014071738857464,val,911,843.0,train,68.0,0.0,0.0,train->val
688169_2025-10-09,688169,2025-10-09,0,-0.1306706110910992,test,1094,1026.0,val,68.0,0.0,0.0,val->test
688187_2025-01-02,688187,2025-01-02,0,-0.074678116819256,val,803,735.0,train,68.0,0.0,0.0,train->val
688187_2025-10-09,688187,2025-10-09,0,-0.0233955050577791,test,986,918.0,val,68.0,0.0,0.0,val->test
688223_2025-01-02,688223,2025-01-02,0,-0.0870186753795803,val,710,642.0,train,68.0,0.0,0.0,train->val
688223_2025-10-09,688223,2025-10-09,0,-0.0603448840668017,test,893,825.0,val,68.0,0.0,0.0,val->test
688256_2025-01-02,688256,2025-01-02,1,0.1136581890276013,val,911,843.0,train,68.0,0.0,0.0,train->val
688256_2025-10-09,688256,2025-10-09,0,-0.0387682980814682,test,1094,1026.0,val,68.0,0.0,0.0,val->test
688271_2025-01-02,688271,2025-01-02,0,-0.0198255434335067,val,573,505.0,train,68.0,0.0,0.0,train->val
688271_2025-10-09,688271,2025-10-09,0,-0.1047290028885891,test,756,688.0,val,68.0,0.0,0.0,val->test
688303_2025-01-02,688303,2025-01-02,0,-0.09181560028934,val,836,768.0,train,68.0,0.0,0.0,train->val
688303_2025-10-09,688303,2025-10-09,0,-0.0606680342681094,test,1019,951.0,val,68.0,0.0,0.0,val->test
688396_2025-01-02,688396,2025-01-02,0,-0.030977328714153,val,911,843.0,train,68.0,0.0,0.0,train->val
688396_2025-10-09,688396,2025-10-09,0,-0.0965052588662308,test,1094,1026.0,val,68.0,0.0,0.0,val->test
688472_2025-01-02,688472,2025-01-02,0,-0.0732899022801301,val,380,312.0,train,68.0,0.0,0.0,train->val
688472_2025-10-09,688472,2025-10-09,0,-0.1343817492429411,test,563,495.0,val,68.0,0.0,0.0,val->test
688506_2025-01-02,688506,2025-01-02,0,-0.0283636363636364,val,481,413.0,train,68.0,0.0,0.0,train->val
688506_2025-10-09,688506,2025-10-09,0,-0.0445293315143246,test,664,596.0,val,68.0,0.0,0.0,val->test
688599_2025-01-02,688599,2025-01-02,0,-0.0663129185456066,val,911,843.0,train,68.0,0.0,0.0,train->val
688599_2025-10-09,688599,2025-10-09,0,-0.0206185650916789,test,1094,1026.0,val,68.0,0.0,0.0,val->test
688981_2025-01-02,688981,2025-01-02,1,0.0562472209871054,val,911,843.0,train,68.0,0.0,0.0,train->val
688981_2025-12-10,688981,2025-12-10,0,-0.0230418708623506,test,1132,1020.0,val,112.0,0.0,0.0,val->test
